"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"6542975","James Justin McCracken","SCS3","Chief Executive Officer","Accountable for the executive management of the HPA","Department of Health","Health Protection Agency","Health Protection Agency","020 8327 6647","Cfi-pressoffice@hpa.org.uk","xx","0","1.00","175000","179999","","Operational Delivery","","1"
"1332810","Lis Birrane","SCS2","Executive Director","Accountable for the executive management of the HPA Communications division","Department of Health","Health Protection Agency","Communications Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","2181888","1.00","100000","104999","","Communications","","1"
"5603343","John Cooper","SCS2","Executive Director","Accountable for the executive management of the Centre for Radiation Chemical & Environmental Hazards","Department of Health","Health Protection Agency","Centre for Radiation Chemicals and Environmental Hazards (CRCE/HPA Radiation Chemical and Environment)","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","200000","1.00","120000","124999","","Operational Delivery","Costs rounded up due to small number of posts","1"
"8534754","Vacant","SCS2","Executive Director","Accountable for the executive management of the Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","N/A","N/A","6542975","0","1.00","155000","159999","","Operational Delivery","Secondment from the NHS","1"
"5238701","Stephen Inglis","SCS2","Executive Director","Accountable for the executive management of the National Institute of Biological Standards & Control","Department of Health","Health Protection Agency","National Institute for Biological Standards and Control","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","1520579","1.00","165000","169999","","Operational Delivery","","1"
"6542999","Anthony Kessel","SCS2","Executive Director","Accountable for the executive management of the HPA Public Health Strategy division and Medical Director","Department of Health","Health Protection Agency","Public Health Strategy Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","2127953","1.00","170000","174999","","Operational Delivery","Includes a national level Clinical Excellence Award funded seperately by the DH","1"
"7295073","Anne Christine McCartney","SCS2","Executive Director","Accountable for the executive management of the Microbiology Services","Department of Health","Health Protection Agency","Microbiology Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","200000","1.00","140000","144999","","Operational Delivery","Costs rounded up due to small number of posts","1"
"1333082","Tony Sannia","SCS2","Executive Director","Accountable for the executive management of the HPA Finance and Resources division which includes the finance, information systems, Health and safety and corporate governance functions","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","489248","1.00","140000","144999","","Finance","","1"
"1333823","Tony Vickers-Byrne","SCS2","Executive Director","Accountable for the executive management of the HPA Human Resources division","Department of Health","Health Protection Agency","Human Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","1667920","1.00","100000","104999","","Human Resources","","1"
"4110968","N/D","SCS1","Interim Head of Operational Delivery","Accountable for operational delivery within operational services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","200000","1.00","N/A","N/A","","Operational Delivery","Costs rounded up due to small number of posts","1"
"A1333369","N/D","SCS1","Regional Director","Accountable for the management of the South West region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","2533473","0.50","N/A","N/A","","Operational Delivery","Job split","1"
"1333369","N/D","SCS1","Interim Deputy Director - Epidemology","Accoutable for Field Epidemiology for Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","0","0.50","N/A","N/A","","Operational Delivery","No cost shown as split with Regional Director","1"
"A1331764","N/D","SCS1","Regional Director","Accountable for the management of the West Midlands region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","3263898","0.50","N/A","N/A","","Operational Delivery","Job split","1"
"1331764","N/D","SCS1","Interim Deputy Director, Quality, Governance, & Professional Leadership","Accountable for Sessional Commitment of Divisions quality and governances leads","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","0","0.50","N/A","N/A","","Operational Delivery","No cost shown as split with Regional Director","1"
"1332570","N/D","SCS1","Regional Director","Accountable for the management of the East of England region of Health Protection Servives","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","2377159","1.00","N/A","N/A","","Operational Delivery","","1"
"1332520","N/D","SCS1","Regional Director","Accountable for the management of the South East region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","4132817","1.00","N/A","N/A","","Operational Delivery","","1"
"4834072","N/D","SCS1","Regional Director","Accountable for the management of the London region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","4097147","1.00","N/A","N/A","","Operational Delivery","","1"
