"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"00000001","Shirley Spencer","SCS2","Director Human Resources","Responsible for People Strategy, Workforce and Structure Capability","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00212421","0","1.00","90000","94999","","Human Resources","","1"
"00000043","N/D","SCS1","Corporate Chief Financial Officer","Responsible for managing the DG Resources Business Change team, the DG Resources OC Finance Team and Operating Costs","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00003323","0","1.00","N/A","N/A","","Finance","","1"
"00000047","N/D","OF-6","Head FAST","Responsible for Project Team activities in support of Typhoon and Tornado aircraft,  the Battle of Britain Memorial Flight and Crew Escape Systems.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00051335","0","1.00","N/A","N/A","","Military","","1"
"00000052","N/D","SCS1","Head ISTAR Commercial","Responsible for providing commercial advice and assurance to DES ISTAR Director and commercial functional line management to all commercial staff within the Operating Centre.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00003594","0","1.00","N/A","N/A","","Procurement","","1"
"00000066","Neal Lawson","SCS2","Director Ships Support","Responsible for Warship Support and Commercially Operated Shipping.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00170311","0","1.00","125000","129999","","Programme and Project Management (PPM)","","1"
"00000068","N/D","SCS1","Head Air Support Commercial","Responsible for providing commercial advice and assurance to DES Air Support Director and commercial functional line management to all commercial staff within the Operating Centre.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00170429","0","1.00","N/A","N/A","","Procurement","","1"
"00000079","N/D","OF-6","Head Submarines Nuclear Propulsion","Responsible for delivering design support, logistic support and regulating approval for In-service submarine nuclear propulsion plants; and for developing the technology for the Next Generation Nuclear Propulsion Plant for use in the Successor submarine.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00184652","0","1.00","N/A","N/A","","Military","","1"
"00000178","N/D","SCS1","Head International Relations Group","Responsible for providing policy advice and support on international defence acquisition matters.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00176079","0","1.00","N/A","N/A","","Procurement","","1"
"00000721","N/D","SCS1","Head Cost Assurance and Analysis Service","Provides the MOD centre of excellence for pricing and costing support to the acquisition community, enabling continuous improvement of the acquisition process, risk reduction, and ensuring best value for money for Defence.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00009005","0","1.00","N/A","N/A","","Internal Audit","","1"
"00001781","N/D","SCS1","Head UK Military Flying Training Systems","Responsible for delivering military flying training systems.","Ministry of Defence","Ministry of Defence","Defence Equipment and Support","030 679 30206","DESSec-ParliamentaryBusiness@mod.uk","00051335","0","1.00","N/A","N/A","","Programme and Project Management (PPM)","","1"
