"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"0","N/D","SCS3","Not in post","Not in post","Department for Business Innovation and Skills","Intellectual Property Office","Chief Executive's Office","N/A","information@ipo.gov.uk","XX","0","1.00","120000","124999","","","Currently in temporary role as Director General for Knowledge and Innovation in BIS","1"
"CEO","N/D","SCS2","Chief Executive and Comptroller-General","The head and Accounting Officer of Intellectual Property Office, a Trading Fund with responsibility for Intellectual Property (IP) rights in the United Kingdom. These rights include Patents, Designs, Trade marks and Copyright.","Department for Business Innovation and Skills","Intellectual Property Office","Chief Executive's Office","0300 300 2000","information@ipo.gov.uk","XX","266531","1.00","110000","114999","","Operational Delivery","Professional group difficult to narrow down to one as also includes Policy and other professions - Senior specialist analogous to SCS 2","1"
"Patents","N/D","SCS2","Patents Director","Lead responsibility for the operational delivery of the UK patent system and for patent policy; deputises for the Chief Executive","Department for Business Innovation and Skills","Intellectual Property Office","Patents Directorate","0300 300 2000","information@ipo.gov.uk","CEO","12089610","1.00","80000","84999","","Operational Delivery","Senior specialist analogous to SCS 2","1"
"BSD-IT","N/D","SCS1","Business Support Director (IT)","Lead responsibility supports the office in IT Operations and IT business systems.","Department for Business Innovation and Skills","Intellectual Property Office","Business Support Directorate - IT","0300 300 2000","information@ipo.gov.uk","Operations","2588704","1.00","N/A","N/A","","Information Technology","","1"
"Finance","N/D","SCS1","Finance Director","Lead responsibility for the delivery of effective financial management of the Office’s funds, Corporate Risk, Procurement and project offices.","Department for Business Innovation and Skills","Intellectual Property Office","Finance Directorate","0300 300 2000","information@ipo.gov.uk","Operations","1494411","1.00","N/A","N/A","","Finance","","1"
"TMD","N/D","SCS1","Trade Marks and Designs Director","Lead responsibility for rights-granting operations and policy in relation to Trade Marks and Designs","Department for Business Innovation and Skills","Intellectual Property Office","Trade Marks Directorate","0300 300 2000","information@ipo.gov.uk","CEO","3608991","1.00","N/A","N/A","","Operational Delivery","","1"
"CED","N/D","SCS1","Copyright and IP Enforcement Director","Lead responsibility for the development of UK policy in relation to copyright and IP crime and for the coordination of IP enforcement.","Department for Business Innovation and Skills","Intellectual Property Office","Copyright and IP Enforcement Directorate","0300 300 2000","information@ipo.gov.uk","CEO","1529903","1.00","N/A","N/A","","Policy","","1"
"ID","N/D","SCS1","Innovation Director","Lead responsibility for innovation policy, business outreach and education, customer intelligence and economic research in relation to IP.","Department for Business Innovation and Skills","Intellectual Property Office","Innovation Directorate","0300 300 2000","information@ipo.gov.uk","CEO","1522783","1.00","N/A","N/A","","Policy","","1"
"IPD","N/D","SCS1","International Policy Director","Lead responsibility for representing the UK in relation to IP institutions, policy development and negotiations at EU level, internationally and bi-laterally, including where these cut across other policy areas such as trade, development, climate change and technology transfer.","Department for Business Innovation and Skills","Intellectual Property Office","International Policy Directorate","0300 300 2000","information@ipo.gov.uk","CEO","909396","1.00","N/A","N/A","","Policy","","1"
"Operations","N/D","SCS2","Chief Operating Officer","Management and lead responsibility for the Finance Director, the IT Director and the head of organisational development.","Department for Business Innovation and Skills","Intellectual Property Office","Finance Directorate, BSD-IT and BSD-ODOS","301 300 2000","information@ipo.gov.uk","CEO","2625232","1.00","85000","89999","","Operational Delivery","Salary cost of reports just includes BSD-ODOS as finance and IT under other directors","1"
