"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"PS","Bronwyn Hill","SCS4","Permanent Secretary","Defra Permanent Secretary","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Secretariat","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","XX","0","1.00","160000","164999","","","","1"
"DG1","Ian Trenholm","SCS3","Chief Operating Officer","Member of the Defra Management Committee and Supervisory Board and Director General, Corporate Services. Reporting Officer for Executive Agency Chief Executives","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Secretariat","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","PS","83000","1.00","140000","144999","","","","1"
"DG2","Peter Unwin","SCS3","Director General, Policy Delivery","Member of the Defra Management Committee and Supervisory Board and Director General for Policy Delivery","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Secretariat","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","PS","176000","1.00","130000","134999","","","","1"
"DG3","Katrina Williams","SCS3","Director General, Strategy, Evidence and Customers","Member of the Defra Management Committee and Supervisory Board and Director General for Strategy, Evidence and Customers. Head of the Policy Profession in Defra.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Secretariat","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","PS","336000","1.00","115000","119999","","","","1"
"DG4","Ian Boyd","SCS3","Chief Scientific Adviser","Member of the Defra Management Committee and Supervisory Board. Providing Ministerial advice; ensuring quality and fit-for-purpose science; engaging with stakeholders; stakeholder networking and integration; raising the profile of Defra science; and managing the interface with the public","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Secretariat","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","PS","0","0.80","95000","99999","","","","1"
"D1","Martin Hurst","SCS2","Commercial Director","Estates and Facilities Management, health and safety, procurement, commercial oversight and specific programmes, review of laboratory agencies. Executive agencies coporate ownership. Corporate customer/sponsor for Legal, Shared Services, Kew","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Commercial","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG1","389000","1.00","85000","89999","","","","1"
"D2","Tom Taylor","SCS2","Director, Finance and Performance","Control of Defra Finance, Head of Finance Profession","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Finance","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG1","0","1.00","90000","94999","","","","1"
"D3","Debbie Alder","SCS2","Director of Human Resources","Human Resources","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Human Resources","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG1","373000","1.00","85000","89999","","","","1"
"D4","Tom Holton","SCS2","Chief Information Officer, Director of Information Services","Head of Information Services, responsible for ICT and Knowledge, Transparency and Resilience for Defra and across the Defra Network.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Information Services","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG1","1141000","1.00","85000","89999","","","","1"
"D5","Neil Serjeant","SCS2","Chief Executive Officer Network Shared Services","The CEO provides leadership to the Network Shared Services Organisation developing and delivering its strategy through high performance, efficiency and customer focus. The CEO provides leadership across the Defra Network to develop sharing of services to deliver benefits to the tax payer. The CEO engages in cross-governmental activities to promote and develop shared services.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Shared Services","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG1","0","1.00","120000","124999","","","","1"
"D6","N/D","SCS2","Director, Animal Health & Welfare (Disease Control)","Directorate includes: animal welfare; on-farm, companion and sporting animals; disease response capability; animal movements and ID; cloning; AHWBE and FAWC secretariats; transport and markets; slaughter; plant and bee health; AHVLA sponsorship; animal & plant health evidence and analysis.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Animal Health & Welfare: Disease Control","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG2","716000","1.00","70000","74999","","","","1"
"D7","Alick Simmons","SCS2","Deputy Chief Veterinary Officer, Director Animal Health: Surveillance, Global Trade and Zoonoses","Animal Health: Surveillance, Global Trade and Zoonoses","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Animal Health Scanning & Trade Policy","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG2","220000","1.00","100000","104999","","","","1"
"D8","Nigel Gibbens","SCS2","Chief Veterinary Officer","Government’s chief spokesperson on animal health and welfare issues. Responsible for the totality of veterinary professional input to animal health and welfare policy, helping to shape policy across England and throughout Great Britain, influencing its delivery through the Animal Health and Veterinary Laboratories Agency and others. Lead the Defra response to outbreaks of exotic animal diseases. Representation of the UK in the EU and internationally, negotiating on behalf of the UK Government. Advice and assurance on the programmes necessary to control, and, where appropriate, eradicate disease. Head of Profession for all veterinary surgeons in the Government's employment.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Animal Health & Welfare","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG3","0","1.00","115000","119999","","","","1"
"D9","Colin Church","SCS2","Director, Climate, Waste and Atmosphere","Government’s policies on adaptation to a changing climate, air quality, noise, local environmental quality and waste; support for waste infrastructure development. Lead for Defra on climate change mitigation.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Climate, Waste & Atmosphere","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG2","1823000","1.00","85000","89999","","","","1"
"D10","Neil Thornton","SCS2","Director Food and Green Economy","Leading the department's Food and Sustainable Economy portfolio, bringing together Defra's relationships with food and food retail businesses; our work with the business community, NGOs and other Government departments on sustainable products, procurement and development; and environmental regulation of technologies (chemicals, pesticides, genetically modified organisms and nanotechnology) important to the food industry amongst others.","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Food & Green Economy","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG2","152000","1.00","115000","119999","","","","1"
"D11","John Robbs","SCS2","Director, Marine and Fisheries","Marine Programme","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","Marine & Fisheries","08459 33 55 77","defra.helpline@defra.gsi.gov.uk","DG2","62000","1.00","105000","109999","","","","1"
