"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"10000","Simon McDonald","SCS4","Permanent Under-Secretary and Head of the Diplomatic Service","Leading the FCO and the Diplomatic Service","Foreign and Commonwealth Office","Foreign and Commonwealth office","PUS","0207 008 1500","dp-foi.img@fco.gov.uk","XX","9785522","1.00","180000","184999","","Policy","","1"
"11000","Timothy Barrow","SCS3","Director General Political","Providing senior policy advice at Board level","Foreign and Commonwealth Office","Foreign and Commonwealth office","DG Political","0207 008 1500","dp-foi.img@fco.gov.uk","10000","6616208","1.00","125000","129999","","Policy","","1"
"11100","Owen Jenkins","SCS2","Director South Asia and Afghanistan","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","14000","0","1.00","85000","89999","","Policy","","1"
"11101","Dominic Jermey","SCS3","HMA Kabul","Representing British interests in Afghanistan","Foreign and Commonwealth Office","Foreign and Commonwealth office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","130000","134999","","Policy","","1"
"11102","Dominic Asquith","SCS3","BHC New Delhi","Representing British interests in India","Foreign and Commonwealth Office","Foreign and Commonwealth office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","130000","134999","","Policy","","1"
"11103","Tom Drew","SCS3","BHC Islamabad","Representing British interests in Pakistan","Foreign and Commonwealth Office","Foreign and Commonwealth office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","120000","124999","","Policy","","1"
"11104","Alison Blake","SCS2","BHC Dhaka","Representing British interests in Bangladesh","Foreign and Commonwealth Office","Foreign and Commonwealth office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11105","Patrick Moody","SCS2","DHM Islamabad","Representing British Interests in Pakistan","Foreign and Commonwealth Office","Foreign and Commonwealth office","South Asia & Afghanistan Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11200","Julian Braithwaite","SCS2","Permanent Representative and Ambassador to Untied Nations and Director International Organisations","Representing British interests at the UN in Geneva","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11201","Adam Thomson","SCS3","HMA and Permanent Representative to NATO","Representing British interests at NATO","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","130000","134999","","Policy","","1"
"11202","Matthew Rycroft","SCS3","Permanent Representative and Ambassador to the United Nations","Representing British interests at the UN in New York","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","135000","139999","","Policy","","1"
"11203","Paul Johnston","SCS2","Deputy Permanent Representative to NATO","Representing British interests at NATO","Foreign and Commonwealth Office","Foreign and Commonwealth office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","90000","94999","","Policy","","1"
"11205","Peter Wilson","SCS2","General - Permanent Representative to United Nations","Representing British interests at the UN","Foreign and Commonwealth Office","Foreign and Commonwealth Office","International Institutions Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","10000","0","1.00","85000","89999","","Policy","","1"
"11300","Richard Crompton","SCS2","Director Middle East & North Africa","Senior regional policy advice","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","10938824","1.00","90000","94999","","Policy","","1"
"11301","Francis Baker","SCS2","HMA Baghdad","Representing British interests in Iraq","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11302","Simon Collis","SCS3","HMA Riyadh","Representing British interests in Saudi Arabia","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","115000","119999","","Policy","","1"
"11304","John Casson","SCS2","HMA Cairo","Representing British interests in Egypt","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11305","Matthew Lodge","SCS2","HMA Kuwait","Representing British interests in Kuwait","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11306","Vacant","SCS2","HMA Damascus","Representing British interests in Syria","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","N/A","dp-foi.img@fco.gov.uk","11000","0","1.00","0","0","","Policy","","1"
"11307","Alastair McPhail","SCS2","Consul-General Jerusalem","Representing British interests in Israel","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11308","David Quarrey","SCS2","HMA Tel Aviv","Representing British interests in Israel","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
"11310","Philip Parham","SCS2","HMA Abu Dhabi","Representing British interests in the UAE","Foreign and Commonwealth Office","Foreign and Commonwealth office","Middle East & North Africa Directorate","0207 008 1500","dp-foi.img@fco.gov.uk","11000","0","1.00","85000","89999","","Policy","","1"
