"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"00155792","General Sir Nicholas Houghton","OF-9","Chief of the Defence Staff","The Chief of the Defence Staff (CDS) is the professional head of the British Armed Forces and the most senior uniformed military adviser to the Secretary of State for Defence and the Prime Minister.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","XX","85021361","1.00","260000","264999","","Military","","1"
"00204200","Air Chief Marshal Sir Stuart Peach","OF-9","Vice Chief of the Defence Staff","VCDS deputises for CDS (in particular as Military Strategic Commander). Co-ordinating delivery of top-level decisions-making, implementation and monitoring progress. Leading senior military judgement for the future development of the Armed Forces including the definition and delivery for military capability requirements; and being capability sponsor for capital projects and programmes.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00155792","0","1.00","190000","194999","","Military","","1"
"00005654","Jon Thompson","SCS4","Permanent Under Secretary","The Permanent Secretary is the Head of the Civil Service in the Department and carries responsibility for the strategy, performance, reform, organisation and the finances of the MoD.  The role works closely with the Chief of the Defence Staff in leading the organisation and supporting Ministers in the conduct of business in the Department across the full range of responsibilities.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","XX","207308423","1.00","185000","189999","","Policy","","1"
"00203349","Graeme Biggar","SCS2","Secretary of State Chief of Staff","The Chief of Staff to the Defence Secretary is responsible for driving forward progress on the Secretary of State’s top priorities of the moment and lead on the following discrete subject areas: relations with the US, nuclear matters, strategic intelligence and senior staff appointments.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00005654","0","1.00","85000","89999","","Policy","","1"
"00178009","N/D","OF-6","Chief of the Defence Staff Principal Staff Officer","Provide brefing and decision support to CDS in his capacity as the Strategic commander for the UK military operations, professional head of the Armed Forces and the principal military adviser to the Secretary of State for Defence and the Prime Minister.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00155792","0","1.00","0","0","","Military","","1"
"00106701","N/D","SCS1","Permanent Under Secretary Chief of Staff","To support the Permanent Secretary in leading the MOD, ensuring the PUS has thorough understanding of the performance of the organisation and plans for change and transformation.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00005654","0","1.00","0","0","","Policy","","1"
"139073","Frances Nash","SCS2","Director Central Legal Services","Director Central Legal Services reports to the Director General Transformation & Corporate Services and is the primary source of legal advice to Defence and Ministers. Responsibilities include: Being the single source for coordinated and authoritative leg","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00179598","0","1.00","0","0","","Law","","1"
"139083","N/D","SCS1","Head of Operational International Humanitarian Law Division","Advising ministers, senior policy and military colleagues on all aspects of operational and international law relating to overseas military operations including the Department’s main effort in Afghanistan,  and over the last year in relation to the Libya","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"139085","Vacant","SCS1","Head of Corporate Strategy Law Division","The Corporate Strategy  Law  Division advises on issues arising out of the MOD's transformation strategy, for example on governance issues and the need for legislation as well as the proposals on the future structure of the Armed Forces both the Regular a","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","N/A","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"139084","N/D","SCS1","Head of Commercial Law Division","The Commercial Law Division advises across all TLBs within the Department on all aspects of Commercial Law, including contract drafting, contract disputes, the EU and UK Regulatory environment (including Procurement, State Aids, Competition Law and TUPE),","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"139086","N/D","SCS1","Head of General Law Division","The General Law Division advises ministers, senior policy and military personnel on a wide range of legal issues including: public inquiries (including Iraq; Gibson; Al Sweady and Northern Ireland inquiries);  inquests; human rights issues; the doctrine o","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"139074","N/D","SCS1","Head of Command, Discipline & Constitutional Division","The work of the Command, Discipline & Constitutional Division includes working on the Armed Forces Bill and on subordinate legislation and working closely with other Government Departments where MOD legislation affects an OGD, or an OGD proposes legislati","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"0000057","N/D","SCS1","Head of Intellectual Property Rights","Defence Intellectual Property is responsible for MOD intellectual property Policy.  It manages the Departments Crown Copyright delegation from the Office of Public Sector Information, files and manages the MoDs portfolio of Patents, trademarks, and Design","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"139151","N/D","SCS1","Sovereign Base Areas Administration Attorney General and Legal Adviser","Legal branch of the Sovereign Base Areas Administration","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"125818","N/D","SCS1","Director British Forces Germany Legal Services","Provide legal advice on legal issues connected with British Forces in Germany","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","139073","0","1.00","0","0","","Law","","1"
"00100916","Alfred Hitchcock","SCS2","Chief Constable of the Ministry of Defence Police","The MDP Chief Constable is responsible for the delivery of effective Policing and Guarding in support of the UK's Defence capability. The focus of all MDPGA activity is to counter the main crime and security risks faced by the MOD: Terrorist attack and the threat of attack: disruption and disorder caused by protestors; theft of key assets; major financial fraud; and unauthorised intrusion onto the Defence Estate","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00179598","0","1.00","130000","134999","","Other","","1"
"00100919","N/D","SCS1","Deputy Chief Constable of the Ministry of Defence Police","The Deputy Chief Constable MDP is responsible for the delivery of operational civilian policing services to MOD establishments in the UK, both military and civilian, inclusive of armed guarding and support to national critical infrastructure, contributing to international policing in countries such as Afghanistan where the MDP help develop and deliver human rights-based local policing, training and mentoring local recruits","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00100916","0","1.00","0","0","","Other","","1"
"00113908","N/D","SCS1","Head of Corporate Services Ministry of Defence Police","The Head of Corporate Services is responsible for providing Financial, Secretarial, Parliamentary and other Corporate Service support and advice to the Chief Constable of the MDPGA and other senior colleagues","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00100916","0","1.00","0","0","","Policy","","1"
"1062831","N/D","OF-6","British Defence Staff United States - Air Attaché","Performs the duties of both the Air Attaché and the Assistant Defence Attaché in Washington. Provides Her Majesty’s Ambassador and the Defence Attaché with specialist advice on all air, space and cyberspace power matters. Responsibilities include playing a key role in fostering close engagement with the air arms of each of the US Forces, in particular their air, space and cyberspace related elements. Ensuring maximum interoperability between the UK and US Armed Forces, so that when the UK undertakes any form of military operation with the US we can operate together efficiently, effectively and with trust.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142085","0","1.00","0","0","","Military","","1"
"196733","R Adm Mark Beverstock","OF-7","Assistant Chief of Defence Staff (Nuclear, Chemical and Biological)","formulation of strategic planning advice to COS and ministers, MOD’s 2* policy lead for CBRN, and Arms, Counter Proliferation.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","140333","0","1.00","120000","124999","","Military","","1"
"205949","AVM Edward Stringer","OF-7","Assistant Chief of Defence Staff (Operations)","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations; Defence Crisis Management Organisation process;Joint Capability; Middle East/Central America/South America (inc Peru, Colombia, Ecuador, Venezuela)","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","194736","0","1.00","115000","119999","","Military","","1"
"00144814","N/D","SCS1","Counsellor Defence Acquisition and Technology","Responsible for the management and direction of a team of civilian and military staff organized as a Defence Equipment team, a Science and Technology team and a Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR) team. Together their responsibilities include: support to operations; delivery of a step change in the US-UK science and technology relationship; development of the US-UK Bilateral Defence Acquisition Committee; support to UK capability procurement and development; and support to UKTI objectives for the US.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142085","0","1.00","0","0","","Policy","","1"
"00144816","N/D","SCS1","Counsellor Defence Policy and Nuclear","Responsible for management and direction of a civilian and military staff organized as a Defence Policy Team and a Nuclear Strategic Deterrent and Chemical Biological and Radiological Defence (NSD & CBRD) Team. The Defence Policy Team promotes cooperation and dialogue with the
US defence community on strategic defence and national security issues and supports policy work on current military operations issues. The NSD & CBRD Team supports US/UK collaboration on nuclear deterrence; weapon stockpile reduction, testing and compliance and threat reduction; as well as, collaboration on chemical, biological, radiological,nuclear defence; and dialogue on ballistic missile defence.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142085","0","1.00","0","0","","Policy","","1"
"194736","Lt Gen Gordon Messenger","OF-8","Deputy Chief of Defence Staff (Military Strategy and Operations)","Director of Operations. Joint responsibility (with DG Sec Pol for delivering strategy and planning for operations, directs and conducts operations at the strategic level)","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00155792","0","1.00","145000","149999","","Military","","1"
"189101","N/D","SCS1","Head Policy and Disclosure and Defence Inquests Unit","Policy on judicial and external scrutiny of MOD business, Policy & Disclosure","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","188553","0","1.00","0","0","","Policy","","1"
"180361","N/D","SCS1","Head Public Inquiries","Policy on judicial and external scrutiny of MOD business, public enquiries","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","188553","0","1.00","0","0","","Policy","","1"
"146041","N/D","OF-6","Ops Directorate - Head Military Strategic Effects","Direction and conduct of current and future operations at the strategic level by providing advice and coordination of MOD Targeting, Information Operations (IO), Computer Network Operations (CNO) and Special Capability efforts, policy and capability development.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142008","0","1.00","0","0","","Military","","1"
"1131246","N/D","OF-6","British Defence Staff United States - Military Attaché","The Military Attaché provides Army-focused, military advice to Her Majesty’s Ambassador and the Defence Attaché and is the representative in the United States of the Chief of the General Staff of the British Army, providing an essential link at the highest level between the U.S. Army and the British Army.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142085","0","1.00","0","0","","Military","","1"
"00144805","N/D","SCS2","British Defence Staff United States - Minister (Defence Materiel)","The senior Ministry of Defence Civil Servant in the United States. As Civil Secretary, he has responsibility for financial management governance of the BDS-US budget. As Minister (Defence Materiel), he is responsible to HMA for all aspects of the UK/US defence equipment acquisition, technology and logistics policy, programmes and process.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","194736","0","1.00","85000","89999","","Policy","","1"
"1131248","N/D","OF-6","British Defence Staff United States - Naval Attaché","The Naval Attaché and his staff act as the principal advisers on maritime matters to Her Majesty's Ambassador and the Defence Attaché; represent the Royal Navy and Ministry of Defence (Navy) in the US; act as principal points of contact between the UK Ministry of Defence and the US Chief of Naval Operations, US Marine Corps and the US Coast Guard Service; and oversee arrangements for Royal Navy ships visits to the US.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142085","0","1.00","0","0","","Military","","1"
"142227","N/D","SCS1","Ops Directorate - Head Afghanistan, Pakistan, Iraq and Syria Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Afghanistan Policy Matters","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142008","0","1.00","0","0","","Policy","","1"
"1586951","N/D","OF-6","Ops Directorate - Head Ops Military","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Counter Terrorism Operations","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142008","0","1.00","0","0","","Military","","1"
"143581","N/D","SCS1","Ops Directorate - Head Ops Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Counter Terrorism Policy","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142008","0","1.00","0","0","","Policy","","1"
"184000","N/D","SCS1","Ops Directorate - Head Special Forces & Legal Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Special Forces and Legal Issues","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","142008","0","1.00","0","0","","Policy","","1"
"140333","N/D","SCS3","Director General Security Policy","MOD's principal adviser on defence contribution to HMG security policy and shaping international relations","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","00155792","0","1.00","115000","119999","","Policy","","1"
"141691","N/D","SCS2","Director International Security Policy","Security co-operation activiity  - NATO/EU/UN, Europe and North Africa, North America, Russia, China, Koreas and Japan; Arms Control and Counter Proliferation, Conflict Pool Director","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","140333","0","1.00","90000","94999","","Policy","","1"
"188553","N/D","SCS2","Director Judicial Engagement Policy","Policy on judicial and external scrutiny of MOD business, including Iraq and other public enquiries, inquests and significant claims against the department.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","140333","0","1.00","100000","104999","","Policy","","1"
"142008","N/D","SCS2","Director Operational Policy","CT & SF Policy; NI and GB issues; policy context for planning and conduct of operations; Iraq/Afghanistan/Iran/South America(inc Brazil, Argentina, Falklands, Chile); Stabilisation Unit Director","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","194736","0","1.00","85000","89999","","Policy","","1"
"142662","Vacant","SCS1","Head Arms Control & Counter Proliferation","Provide advice on all aspects of counter-proliferation, disarmament and arms control, both policy and implementation","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","N/A","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","196733","0","1.00","0","0","","Policy","","1"
"142075","N/D","OF-6","Head Chemical, Biological, Radiological & Nuclear Policy","Policy lead for countering all aspects of the threat posed by CBRN weapons of mass destruction (WMD)","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","196733","0","1.00","0","0","","Military","","1"
"142085","Maj Gen Richard Cripwell","OF-7","Head of British Defence Staff United States and Defence Attaché","The DA is Her Majesty’s Ambassador’s senior adviser on defence issues, and as Head of the BDS-US has responsibility for all military and civilian MoD personnel located both within the Embassy and in 34 states across the USA. Responsibilities include sustaining collective oversight of the bilateral Defence relationship with the USA and all related MOD activity. Pursuing objectives and priorities endorsed by DG Sec Pol.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","194736","0","1.00","115000","119999","","Military","","1"
"142220","N/D","OF-6","Head Defence Operational Capability","Produce Defence Operational Lessons and conduct Audit of Defence capability","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","197826","0","1.00","0","0","","Military","","1"
"142856","N/D","SCS1","Head International Policy & Planning (Civilian)","Delivery of global military strategic planning; development of  security co-operation, conflict prevention and security sector reform in the Levant, Sub-Saharan Africa, South and South East Asia; recruit, direct and support worldwide Defence Attaché and Loan Service network","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 807 0425","CTLB Fin-Planning Grp Mailbox (MULTIUSER)@mod.uk","197826","0","1.00","0","0","","Policy","","1"
