"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1331764","N/D","SCS1","Interium Deputy Director, Quality, Governance, & Professional Leadership","Accountable for Sessional Commitment of Divisions quality and governances leads","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","0","0.50","N/D","N/D","","Operational Delivery","",""
"1332520","N/D","SCS1","Regional Director","Accountable for the management of the South East region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","4301115","1.00","N/D","N/D","","Operational Delivery","",""
"1332570","N/D","SCS1","Regional Director","Accountable for the management of the East of England region of Health Protection Servives","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","2759045","1.00","N/D","N/D","","Operational Delivery","",""
"1332810","Lis Birrane","SCS2","Executive Director","Accountable for the executive management of the HPA Communications division","Department of Health","Health Protection Agency","Communications Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","2102973","1.00","100000","104999","","Communications","",""
"1333082","Tony Sannia","SCS2","Executive Director","Accountable for the executive management of the HPA Finance and Resources division which includes the finance, information systems, Health and safety and corporate governance functions","Department of Health","Health Protection Agency","Finance and Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","310769","1.00","140000","144999","","Finance","",""
"1333093","N/D","SCS1","Regional Director","Accountable for the management of the North West region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","3036699","1.00","N/D","N/D","","Operational Delivery","",""
"1333369","N/D","SCS1","Interim Deputy Director - Epidemology","Accoutable for Field Epidemiology for Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","0","0.50","N/D","N/D","","Operational Delivery","",""
"1333759","N/D","SCS1","Regional Director","Accountable for the management of the East Midlands region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","2740904","1.00","N/D","N/D","","Operational Delivery","",""
"1333823","Tony Vickers-Byrne","SCS2","Executive Director","Accountable for the executive management of the HPA Human Resources division","Department of Health","Health Protection Agency","Human Resources Division","020 8327 6647","Cfi-pressoffice@hpa.org.uk","6542975","1682114","1.00","100000","104999","","Human Resources","",""
"1334522","N/D","SCS1","Regional Director","Accountable for the management of the North East region of Health Protection Services","Department of Health","Health Protection Agency","Health Protection Services","020 8327 6647","Cfi-pressoffice@hpa.org.uk","8534754","1649918","1.00","N/D","N/D","","Operational Delivery","",""
"1533521","vacant","SCS1","Head of Information Systems","Accountable for the management of the HPA Information Systems Department","Department of Health","Health Protection Agency","Finance and Resources Division","N/A","N/A","1333082","2123211","1.00","N/D","N/D","","Operational Delivery","",""
