"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"DWP135","ROBERT DEVEREUX","SCS4","Permanent Secretary","Overall leadership of the Department, and its day to day operations and the Government's programme of major reform.","Department for Work and Pensions","Department for Work and Pensions","Private Office","020 7449 5517","strategy@dwp.gsi.gov.uk","XX","190134","1.00","180000","184999","","Operational Delivery","","1"
"DWP123","DEBBIE ALDER","SCS3","Director General, Human Resources","Responsible for delivering an HR service to the Department’s 100,000 employees and management. Ensures that this HR service is cost-effective and supports the customer-focused delivery of the Department’s activities.","Department for Work and Pensions","Department for Work and Pensions","Human Resources","0207 449 5173","hr@dwp.gsi.gov.uk","DWP135","246634","1.00","125000","129999","","Operational Delivery","","1"
"DWP295","HOWARD SHIPLEE","SCS3","Director General for the Universal Credit Programme","Responsible for managing the progressive national rollout and live support of the Universal Credit Pathfinder Service.","Department for Work and Pensions","Department for Work and Pensions","Change","020 7340 4339","universal.creditcomms@dwp.gsi.gov.uk","DWP135","102000","1.00","195000","199999","","Human Resources","","1"
"DWP187","JEREMY MOORE","SCS3","Director General Strategy,Policy and Analysis Group","Advises and supports Ministers and the Executive Team in the formulation and deliverability of policy relating to the Government’s welfare, work and pension reforms as well as the social justice agenda, including looking beyond the individual reforms already underway.","Department for Work and Pensions","Department for Work and Pensions","Strategy","020 7449 5517","strategy@dwp.gsi.gov.uk","DWP135","972480","1.00","140000","144999","","Other","","1"
"DWP315","KEVIN CUNNINGTON","SCS3","Director General for Digital Transformation Group","Digital Transformation Group is responsible for defining the Department's vision, business strategy and future business design; defining the transformation roadmap and delivery methods; managing, assuring, and leading the Department's portfolio of change and assessing change proposals; supporting and building secure, common digital services with embedded customer insight; defining new capability requirements and supporting their development.","Department for Work and Pensions","Department for Work and Pensions","Business Transformation Group","020 7449 5782","strategy@dwp.gsi.gov.uk","DWP135","622841","1.00","150000","154999","","Finance","","1"
"DWP99","MIKE DRIVER","SCS3","Director General, Finance and Chief Financial Officer","Responsible for financial planning, performance management, procurement, estates provision, investment portfolio and risk assurance across the Department. Responsible for the financial control environment for benefit payments totalling over £150 billion and for the departmental financial management processes controlling a Departmental Expenditure limit of £7.8 billion. Holds direct budgetary responsibility for an operating and capital budget of £600m.","Department for Work and Pensions","Department for Work and Pensions","Finance Group","0207 449 5173","finance@dwp.gsi.gov.uk","DWP135","142245","1.00","140000","144999","","Programme and Project Management (PPM)","","1"
"DWP202","NOEL SHANAHAN","SCS3","Director General, DWP Operations and SRO for the Child Maintenance Change Programme","Responsible for the development and provision of DWP's services to the public, including those provided by partners or under contract. Also Senior Responsible Owner for the Child Maintenance Change Programme.","Department for Work and Pensions","Department for Work and Pensions","Operations - Other","020 7449 5517","correspondence@dwp.gsi.gov.uk","DWP135","273178","1.00","160000","164999","","Policy","","1"
"DWP116","ALISON STANLEY","SCS2","HR Director, Civil Service Employee Policy","Civil Service Employee Policy was set up on 01 April 2011 as one of the Expert Services under Civil Service HR. We provide a professional and specialist service across government departments to develop and maintain the civil service framework of people policies and practice. Working closely with government departments, we deliver simplified, rationalised policies, including guidance and support with implementation. We also offer an Expert Advice Service to deliver the Civil Service Reform priorities to Cabinet Office and departments.","Department for Work and Pensions","Department for Work and Pensions","CSEP","020 7340 4339","hr@dwp.gsi.gov.uk","DWP123","22190","1.00","110000","114999","","Human Resources","","1"
"DWP108","ANDREW FORZANI","SCS2","DWP Commercial Director","Accountable for all DWP commercial activity and performance, providing commercial assurance for annual business worth around £3.4 billion.  Leadership of a Commercial Directorate covering sourcing and contract management of contracts to deliver best VFM services to DWP which support DWP operational, efficiency and Welfare Reform objectives.  Leadership of the DWP procurement profession and DWP commercial, sustainability and travel policy and strategies.   Crown Commercial Representative for Tata.  Key objectives are to improve DWP commercial capability, improve DWP contract service delivery, reduce DWP third party expenditure and use DWP procurement to promote economic growth.","Department for Work and Pensions","Department for Work and Pensions","Finance Group","020 7449 5782","finance@dwp.gsi.gov.uk","DWP99","4277259","1.00","110000","114999","","Finance","","1"
"DWP28","ANGELA MACDONALD","SCS2","Director for Operational Excellence","Operational Excellence has 2 primary roles: accountability for the service integrity of the benefit system (fraud and error and security) and for driving up operational excellence across the whole of operations. The Directorate is split into 4 areas: Fraud & Error Service, Central Operations, Service Design & Management and Change & Implementation.","Department for Work and Pensions","Department for Work and Pensions","Operations - Operational Excellence","0207 449 5173","correspondence@dwp.gsi.gov.uk","DWP202","1387280","1.00","100000","104999","","Operational Delivery","","1"
