"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"EA_CEO","James Bevan","SCS3","Chief Executive Officer","Work with the Chairman, the Board and Government departments to create a long term vision and strategy for the Agency, and effectively manage the organisation to ensure that the goals and objectives are met within the budgetary and other constraints imposed.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Chairman and Board","08708506506","enquiries@environment-agency.gov.uk","xx","949141","1.00","180000","184999","","Operational Delivery","1B1S Ref: EA_CORP0005 Inward Secondment","1"
"EA_DDIA","N/D","SCS1","Deputy Director Internal Audit","Lead a multi-disciplined team to deliver a strategic programme of work in order to give assurance to the Audit Committee on the adequacy and effectiveness of risk management, control and governance in the Environment Agency. Provide specific assurance on the control framework within the Environment Agency through producing and presenting Annual / Interim Opinions to the Accounting Officer (Chief Executive), Executive Directors and Board (through the Audit and Risk Committee) in order to support the Environment Agency in the achievement of its corporate strategy and ensure the board is able to discharge its governance responsibilities.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Internal Audit","08708506506","enquiries@environment-agency.gov.uk","EA_EDCA","342684","1.00","0","0","","Internal Audit","1B1S Ref: EA_CORP0020","1"
"EA_DDMCC","N/D","SCS1","Deputy Director Media and Corporate Communications","Co-ordinate communications contribution to incidents so there is up to date information to partners and the public. Deliver national communication and strategies in order to deliver environmental outcomes and protect the reputation of the organisation. Provide timely and confidential advice to the Executive Directors' Team and Environment Agency Board on strategic communications issues including our response to external coverage of the Environment Agency's work. Maintain excellent links with senior government leads on communications and ensure the Environment Agency is working co-operatively with them. Run an effective and efficient media team, web team and creative communications unit to deliver agreed external messages in a timely and sensitive way making best use of modern technology and customer focused delivery channels.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Media and Corporate Communications","08708506506","enquiries@environment-agency.gov.uk","EA_EDCA","1661475","1.00","0","0","","Communications","1B1S Ref: EA_CORP0031","1"
"EA_EDCA","David Rooke","SCS3","Deputy Chief Executive","Advises the Chairman, Board and Executive Directors on communications and reputation management. Lead on government relationships and the governance of the Board and its committees. Post holder provides strategic leadership of the Environment Agency's national and local communications work. Steers the work of the Environment Agency in relation to communications and wider reputational matters.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Chairman and Board","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","502980","1.00","140000","144999","","Operational Delivery","","1"
"EA_DDOC","N/D","SCS1","Deputy Director Operations Communications","Responsible for leading a single nationally managed Operations Communications Services and for developing strong relationships with Operations Directors and Area Managers in order to deliver an effective communications service which reflects both national and local operational priorities.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Operations Communications","08708506506","enquiries@environment-agency.gov.uk","EA_EDCA","0","1.00","0","0","","Communications","1B1S Ref: EA_CORP0090 Outward Secondment","1"
"EA_DDOC","N/D","SCS1","Deputy Director Operations Communications","Responsible for leading a single nationally managed Operations Communications Services and for developing strong relationships with Operations Directors and Area Managers in order to deliver an effective communications service which reflects both national and local operational priorities.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Operations Communications","08708506506","enquiries@environment-agency.gov.uk","EA_EDCA","2209366","1.00","0","0","","Communications","1B1S Ref: EA_CORP0090","1"
"EA_DDSS","N/D","SCS1","Deputy Director Sponsorship and Secretariat","Lead and develop the Environment Agency's national internal communication and customer relations strategies in order to drive change in the business and build an increased focus on customers to ensure the Environment Agency is audience-focused and easy to do business with. Provide confidential advice to the Executive Directors' Team and Environment Agency Board on strategic issues including governance, engagement, and committee relations to enable the Environment Agency to operate in a safe, innovative and efficient manner.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Corporate Affairs - Sponsorship and Secretariat","08708506506","enquiries@environment-agency.gov.uk","EA_EDCA","1410440","0.90","0","0","","Communications","1B1S Ref: EA_CORP0183","1"
"EA_DDBS","N/D","SCS1","Deputy Director Business Strategy","Provide strategic advice and analysis to the Executive Director of Environment and Business and leadership to a team of Business Managers and specialists in project delivery, innovation and improvement and systems support, to drive the performance and future direction of the E&B business. Provide evidence and analysis to shape the future direction of E&B business. Provide leadership on portfolio, project and programme excellence for the E&B business and drive efficiency and consistency in systems design and support. Lead a change, innovation and improvement team that will drive improvement across the E&B business.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Business Strategy","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","352951","0.81","0","0","","Operational Delivery","1B1S Ref: EA_EandB0002","1"
"EA_EDEB","Harvey Bradshaw","SCS3","Executive Director Environment and Business","Provide leadership in how the Environment Agency deals, in an integrated way, with the relationships between climate change, people, business, protection of natural resources (air, land, water) and sustainable use of energy, water and materials.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business","08708506506","enquiries@environment-agency.gov.uk","EA_CEO","434881","1.00","110000","114999","","Science and Engineering","1B1S Ref: EA_EandB0001","1"
"EA_DDFR","N/D","SCS1","Deputy Director Future Regulation","Accountable for ensuring that the Environment Agency build on better regulation approach by working with government, regulated industry and other interested parties to achieve environmental objectives at lower cost. This will be achieved by improving approaches to permitting, permit compliance, voluntary measures, via government- improved regulation and better, more customer-focused advice and guidance.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Future Regulation","08708506506","enquiries@environment-agency.gov.uk","EA_DRI","1431693","1.00","0","0","","Operational Delivery","1B1S Ref: EA_EandB0016","1"
"EA_DRI","Gillian Pratt","SCS2","Director Regulated Industry","Accountable for regulation across the E&B business. This includes permitting, compliance monitoring and better regulation approaches designed to achieve objectives at lower cost. It provides the focal point for relationships with companies and trade bodies dealing with waste management, industrial production (such as cement and metals), combustion (such as waste to energy), energy generation and nuclear power. It is also the focal point for government departments dealing with regulation, waste, sustainable consumption and production, air quality and radioactive substances.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry","08708506506","enquiries@environment-agency.gov.uk","EA_EDEB","284292","1.00","85000","89999","","Operational Delivery","1B1S Ref: EA_EandB0014","1"
"EA_DDRSR","N/D","SCS1","Deputy Director Radioactive Substances Regulation","Improve the way the Environment Agency deals with applications about the use of radioactive material, the disposal of radioactive waste and the way that the Environment Agency assesses the compliance of those we regulate.","Department for Environment, Food and Rural Affairs","Environment Agency","Environment Agency Environment and Business - Regulated Industry - Radioactive Substance Regulation","08708506506","enquiries@environment-agency.gov.uk","EA_DRI","622746","1.00","0","0","","Operational Delivery","1B1S Ref: EA_EandB0053","1"
