"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"205","Nigel Peaple","SCS2","Head of Corporate and International Affairs","Leading delivery of statutory objectives","Department for Work and Pensions","The Pensions Regulator","Corporate and International Affairs","0845 600 0707","customersupport@thepensionsregulator.gov.uk","300","724846","1.00","110000","114999","","Communications","","1"
"202","Stuart Weatherley","SCS2","Support Operations Executive Director","Leading delivery of statutory objectives","Department for Work and Pensions","The Pensions Regulator","Support Operations","0845 600 0707","customersupport@thepensionsregulator.gov.uk","300","742460","1.00","110000","114999","","Operational Delivery","","1"
"206","Peter Ullmann","SCS2","Head of Risk","Leading delivery of statutory objectives","Department for Work and Pensions","The Pensions Regulator","Risk","0845 600 0707","customersupport@thepensionsregulator.gov.uk","300","1071318","1.00","120000","124999","","Operational Delivery","","1"
"204","Sue Griffin","SCS2","Head of Customer Communications","Leading delivery of statutory objectives","Department for Work and Pensions","The Pensions Regulator","Customer Communications","0845 600 0707","customersupport@thepensionsregulator.gov.uk","300","2496893","1.00","120000","124999","","Communications","","1"
"300","Bill Galvin","SCS3","Chief Executive","Executive responsibility for securing that the legislative objectives and functions of the regulator are exercised efficiently and effectively","Department for Work and Pensions","The Pensions Regulator","Chief Executive's Office","0845 600 0707","customersupport@thepensionsregulator.gov.uk","xx","1318879","1.00","135000","139999","","Operational Delivery","","1"
"203","Charles Counsell","SCS2","Employer Compliance Executive Director","Leading delivery of statutory objectives","Department for Work and Pensions","The Pensions Regulator","Employer Compliance","0845 600 0707","customersupport@thepensionsregulator.gov.uk","300","1512495","1.00","140000","144999","","Operational Delivery","","1"
"198","Mike Lazenby","SCS2","DC Executive Director","Leading delivery of statutory objectives","Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","0845 600 0707","customersupport@thepensionsregulator.gov.uk","300","1687898","1.00","140000","144999","","Policy","","1"
"201","Stephen Soper","SCS2","DB Regulation Executive Director","Leading delivery of statutory objectives","Department for Work and Pensions","The Pensions Regulator","DB Regulation","0845 600 0707","customersupport@thepensionsregulator.gov.uk","300","6105900","1.00","210000","214999","","Operational Delivery","","1"
"274","N/D","SCS1","Head of Change Integration","Leading delivery of business unit objectives","Department for Work and Pensions","The Pensions Regulator","Support Operations","0845 600 0707","customersupport@thepensionsregulator.gov.uk","202","396938","1.00","N/A","N/A","","Operational Delivery","","1"
"292","N/D","SCS1","Policy Specialist","Providing specialist technical advice and interventions","Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","0845 600 0707","customersupport@thepensionsregulator.gov.uk","198","0","0.40","N/A","N/A","","Policy","","1"
"192","N/D","SCS1","Lawyer","Providing specialist technical advice and interventions","Department for Work and Pensions","The Pensions Regulator","DC Governance and Administration","0845 600 0707","customersupport@thepensionsregulator.gov.uk","198","0","1.00","N/A","N/A","","Law","","1"
"186","N/D","SCS1","Lawyer","Providing specialist technical advice and interventions","Department for Work and Pensions","The Pensions Regulator","DB Regulation","0845 600 0707","customersupport@thepensionsregulator.gov.uk","201","0","0.80","N/A","N/A","","Law","","1"
"256","N/D","SCS1","Manager","People or project manager","Department for Work and Pensions","The Pensions Regulator","Employer Compliance","0845 600 0707","customersupport@thepensionsregulator.gov.uk","203","0","1.00","N/A","N/A","","Communications","","1"
"172","N/D","SCS1","Manager","People or project manager","Department for Work and Pensions","The Pensions Regulator","Employer Compliance","0845 600 0707","customersupport@thepensionsregulator.gov.uk","203","0","1.00","N/A","N/A","","Communications","","1"
"242","N/D","SCS1","Actuary","Providing specialist technical advice and interventions","Department for Work and Pensions","The Pensions Regulator","DB Regulation","0845 600 0707","customersupport@thepensionsregulator.gov.uk","290","0","0.60","N/A","N/A","","Operational Delivery","","1"
