"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"EQV05","Sir Tom Winsor","SCS3","HM Chief Inspector of Constabulary","""HM Chief Inspector Of Constabulary has responsibility for all of HMIC's activities. HM Chief Inspector is Chair of the HMIC Board.""","Home Office","HM Inspectorate of Constabulary","Chief Inspector of Constabulary","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","XX","0","1.00","195000","199999","","Operational Delivery","Post previously coded 1HMIC01, team too small for detail, costs included in 1HMIC01","1"
"EQV01","Mike Cunningham","SCS2","HM Inspector of Constabulary Northern Region","""HMI Northern has responsibility for police forces in the north of England. HMI Northern is Senior Responsible Owner for HMIC's value for money programme and is a HMIC Board member.""","Home Office","HM Inspectorate of Constabulary","Northern Region","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV05","1370000","1.00","185000","189999","","Operational Delivery","Post previously coded 1HMIC02","1"
"EQV02","Zoe Billingham","SCS2","HM Inspector of Constabulary Eastern Region","""HMI Eastern has responsibility for police forces in the east of England. HMI Eastern is Senior Responsible Owner for HMIC's police authority inspection programme and is a HMIC Board member.""","Home Office","HM Inspectorate of Constabulary","Eastern Region","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV05","1490000","1.00","185000","189999","","Operational Delivery","Post previously coded 1HMIC03","1"
"EQV04","Stephen Otter","SCS2","HM Inspector of Constabulary National","""HMI National has responsibility for the Metropolitan Police Service, the Police Service of Northern Ireland, the City of London Police, the British Transport Police, SOCA, HMRC, Ministry of Defence Police, Civil Nuclear Constabulary, Jersey, Guernsey, Cyprus and the Royal Gibraltar Police.  HMI National is also the HMIC's Senior Responsible Owner for Counter Terrorism, Protection from Serious Harm, the Olympic Games (2012), and is a HMIC Board member.""","Home Office","HM Inspectorate of Constabulary","National Team","""N/A""","Haveyoursay@hmic.gsi.gov.uk","EQV05","1680000","1.00","190000","194999","","Operational Delivery","Post previously coded 1HMIC04","1"
"EQV06","Drusilla Sharpling","SCS2","HM Inspector of Constabulary Western Region","""HMI Western has responsibility for police forces in the west of England and in Wales. HMI Western is also Senior Responsible Owner for HMIC's criminal justice programme plus its work on rape and is a HMIC Board member.""","Home Office","HM Inspectorate of Constabulary","Western Region","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV05","1390000","1.00","190000","194999","","Operational Delivery","Post previously coded 1HMIC05","1"
"1HMIC01","N/D","SCS2","Chief Operating Officer","""The Chief Operating Officer is responsible for execution of the HMIC Board's strategy. This includes developing and implementing HMIC's operating model and running HMIC's inspection support services. He is also HMIC's Senior Responsible Owner for the evolution of the Police Report Card and is a HMIC Board member.""","Home Office","HM Inspectorate of Constabulary","Chief Operating Officer","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV05","2700000","1.00","0","0","","Programme and Project Management (PPM)","Post previously coded 1HMIC06","1"
"1HMIC08","Eliminated","SCS1","Public Order Review","""The Programme Director - Police Governance Review is responsible for delivering HMIC's police authority inspection programme.""","Home Office","HM Inspectorate of Constabulary","Special Projects","N/A","Haveyoursay@hmic.gsi.gov.uk","2HMIC01","0","1.00","0","0","","Programme and Project Management (PPM)","","1"
"1HMIC02","Eliminated","SCS1","Head of Workforce","""The Head of Workforce is responsible for HMIC's value for money fieldwork, general police workforce advice and is a HMIC Board member.""","Home Office","HM Inspectorate of Constabulary","Workforce Team","N/A","Haveyoursay@hmic.gsi.gov.uk","EQV12","0","1.00","0","0","","Operational Delivery","Post previously coded 1HMIC08","1"
"1HMIC03","N/D","SCS1","Strategic Analysis Provider","""The Strategic Analysis Provider is responsible for providing analytical support to HMIC operations and is a HMIC Board member.""","Home Office","HM Inspectorate of Constabulary","Strategic Analysis","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV05","0","1.00","0","0","","Knowledge and Information Management (KIM)","Post previously coded 1HMIC10","1"
"1HMIC07","N/D","SCS1","Programme Director, Police Integrity Review","""The Programme Director - Police Integrity Review is responsible for delivering HMIC's police aspects of the police integrity programme.""","Home Office","HM Inspectorate of Constabulary","Special Projects","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV01","0","1.00","0","0","","Programme and Project Management (PPM)","Team too small for detail, included in EQV01","1"
"2HMIC01","Vacant","SCS2","Assistant Inspector of Constabulary","""Currently leading on the Public Order Review""","Home Office","HM Inspectorate of Constabulary","Special Projects","n/a","Haveyoursay@hmic.gsi.gov.uk","EQV05","0","1.00","0","0","","Operational Delivery","","1"
"EQV12","N/D","SCS2","Assistant Inspector of Constabulary","""Currently leading on the Police Integrity Review""","Home Office","HM Inspectorate of Constabulary","National Team","0201 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV05","0","1.00","0","0","","Operational Delivery","","1"
"2HMIC02","Eliminated","SCS2","Assistant Inspector of Constabulary","""Leading on the VtP programme""","Home Office","HM Inspectorate of Constabulary","National Team","N/A","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"EQV16","Eliminated","SCS1","PCC and PEEL Programme Director","""Lead on Collaboration programme""","Home Office","HM Inspectorate of Constabulary","Eastern Region","N/A","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC05","""Eliminated""","SCS1","Programme Director, Police Governance Review","""The Programme Director - Police Governance Review is responsible for delivering HMIC's police authority inspection programme.""","Home Office","HM Inspectorate of Constabulary","Police Governance Review","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC06","""Eliminated""","SCS1","Programme Director, Valuing the Police","""The Programme Director - Valuing the Police is responsible for co-ordinating HMIC's value for money programme.""","Home Office","HM Inspectorate of Constabulary","Valuing the Police","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV01","0","1.00","0","0","","Programme and Project Management (PPM)","","1"
"1HMIC09","N/D","SCS1","Programme Director, Valuing the Police","""The Programme Director - Valuing the Police is responsible for co-ordinating HMIC's value for money programme.""","Home Office","HM Inspectorate of Constabulary","Value for Money","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC10","N/D","SCS1","Programme Director, Criminal Justice and Joint Inspection including Vulnerable People Inspection","Lead Inspection of Protecting Vulnerable People and Joint Inspection","Home Office","HM Inspectorate of Constabulary","Western Region","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV06","1220000","1.00","0","0","","Operational Delivery","","1"
"1HMIC11","N/D","SCS1","Programme Director, PEEL Legitamacy pillar","The Programme Director is responsible for the programme of inspection through to report for the PEEL Legitamacy pillar","Home Office","HM Inspectorate of Constabulary","PEEL Legitimacy pillar","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV04","470000","1.00","0","0","","Operational Delivery","","1"
"1HMIC12","Eliminated","SCS1","Programme Director, PEEL Crime pillar","The Programme Director is responsible for the programme of inspection through to report for the PEEL Crime pillar","Home Office","HM Inspectorate of Constabulary","PEEL Crime pillar","N/A","Haveyoursay@hmic.gsi.gov.uk","EQV02","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC13","N/D","SCS1","Programme Director, PEEL Efficiency pillar","The Programme Director is responsible for the programme of inspection through to report for the PEEL Efficiency pillar","Home Office","HM Inspectorate of Constabulary","PEEL Efficiency pillar","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV01","530000","1.00","0","0","","Operational Delivery","","1"
"1HMIC14","N/D","SCS1","Head of PEEL Design and Implementation","Leading on the PEEL Inspection Design and Implementation","Home Office","HM Inspectorate of Constabulary","PEEL Assessments Design","0203 513 0500","Haveyoursay@hmic.gsi.gov.uk","1HMIC01","0","1.00","0","0","","Operational Delivery","","1"
"1HMIC15","N/D","SCS1","Programme Director; PEEL Effectiveness pillar","The Programme Director is responsible for the programme of inspection through to report for the PEEL Effectiveness pillar","Home Office","HM Inspectorate of Constabulary","PEEL Effectiveness","203 513 0500","Haveyoursay@hmic.gsi.gov.uk","EQV02","470000","1.00","0","0","","Operational Delivery","","1"
